MoveId,CharacterId,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes
2162,17,"WS+4, 4","m, m(RFF)","12,13",11~12,-5~-1,+4~+8s,+4~+8s,
2163,17,WS+3+4,m(RFF),16,20~21b,-9~-8,+2~+3,+2~+3,
2164,17,"WS+3+4, 3","m, m","16,20",20~21,-5~0,+6~+11s (KND),KND,
2165,17,SS+3,m,15,18~19 (28~),-12~-11,-1~0,FS (+5~+6),
2166,17,"SS+3, 3","m, h(LFS)","15,18",18~19 (28~),+3~+4,+14~+15g,+14~+15,
2167,17,SS+4,l(RFF),18,19~20 (29~),-13~-12,+5~+6s,KND,
2168,17,LFF BT 4,m(RFF),20,14~16,-13~-11,Launch (JG?),Launch (JG?),
2169,17,RFF 1+2,(LFF),b,14~16,,,,
2170,17,RFF 3+4,(LFF),,14~16,,,,
2171,17,RFF 1,h,10,10,0,6,6,
2172,17,"RFF 1, 1","h, m(LFF)","10,12",10,-9,2,2,
2173,17,RFF 2,h,6,10,2,8,8,
2174,17,"RFF 2, 1","h, h","6,10",10,0,6,6,
2175,17,"RFF 2, 1, 1","h, h, m(LFF)","6,10,12",10,-9,2,2,
2176,17,"RFF 2, 3","h, h(LFF)","6,20",10,-9~-7,+2~+4,CS,
2177,17,"RFF 2, 4","h, h(RFF)","6,12",10,-8,3,3,
2178,17,"RFF 2, 4, b or f","h, h, (RFS)","8,16",10,7,+18g,+18g (+14),
2179,17,"RFF 2, 4, d or u","h, h, (RFS)","8,16",10,6,+17g,+17g (+13),
2180,17,"RFF 2, 4, 3","h, h, m","6,12,20",10,-15~-9s,KND,KND,
2181,17,"RFF 2, 4, 4","h, h, h(LFF)","6,12,23",10,-5~-4,KND,KND,Tail spin
2182,17,"RFF 2, b+4","h, h (TC)(LFF)","6,27",10,-9~-8,+13kg,+13kg,Tail spin
2183,17,RFF 3,m(LFF),13,16,-4,7,7,
2184,17,"RFF 3, 4","m, h, (RFS)","13,16",16,+9~+10g,+20~+21g,+10~+11,
2185,17,"RFF 3, F+4","m, h, (RFF)","13,16",16,-7~-6,+4~+5,-6~-5,
2186,17,RFF 3~4,h(LFF),35,27~30 (27~) pc8~26,+4~+7y,KND,KND,"Homing, Tail spin, Power crush"
2187,17,RFF 4,h(RFF),12,12,-8,3,3,
2188,17,"RFF 4, b or f","h, (RFS)",12,12,7,+18g,+18g (+14),
2189,17,"RFF 4, d or u","h, (RFS)",12,12,6,+17g,+17g (+13),
2190,17,"RFF 4, 3","h, m, (Special)","12,20",12,-15~-9 OC,KND,KND,
2191,17,"RFF 4, 4","h, h(LFF)","12,23",12,-5~-4,KND,KND,Tail spin
2192,17,RFF f+4,(Special),,35~,,,,
2193,17,RFF f+4~4,m,20,18~20 (18~),-12~-10,Launch (JG?),Launch (JG?),
2194,17,RFF f+3,"h, (LFS)",21,14~17,+12~+15g,+23~+26g,+23~+26g,
2195,17,"RFF f+3, B",h(RFF),21,14~17b,-11~-8,0~+3,0~+3,
2196,17,RFF d/f+3,m(LFF),25,20~21,-11~-10,KND,KND,"Homing, Tail spin"
2197,17,RFF d/f+4,m,12,13,-7,1,1,
2198,17,"RFF d/f+4, b or f","m, (RFS)",12,13,7,+15g,15,
2199,17,"RFF d/f+4, d or u","m, (RFS)",12,13,6,+14g,14,
2200,17,RFF d+4,l,19,19,-11,5,+15g,
2201,17,RFF d/b+3,l (TC),13,17 cs10~,-11,-3,4,
2202,17,"RFF d/b+3, 3","l, h(LFF)","13,28",17 10~,-2~0y,KND,KND,Tail spin
2203,17,RFF b+2,m,17,16~17,+2~+3,+6~+7s,KND,
2204,17,RFF b+3,h(LFF),20,13~14,-9~-8,+2~+3,CS,
2205,17,RFF b+4,h (TC)(LFF),36,18~19 cs6~17,-9~-8,+13kg,+13kg,Tail spin
2206,17,"RFF f, F+3",m (TJ)(LFF),22,22~25a (23~) js3~,-6~-3s,KND,KND,
2207,17,"RFF f, F+4",m(LFF),18,22(23~),-17,-6,-6,
2208,17,"RFF f, F+4, 3","m, h (TJ)","18,20",js5~,+14~+17,KND,KND,
2209,17,RFF BT 3,m(LFF),20,14~16,-13~-11,Launch (JG?),Launch (JG?),
2210,17,RFF BT 4,m(RFF),16,20~21b,-9~-8,+2~+3,+2~+3,
2211,17,"RFF BT 4, 3","m, m","16,20",20~21,-5~0,+6~+11s (KND),KND,
2212,17,RFF BT d+3,l (TC)(LFF),20,18~19s cs4~,-13~-12,-2~-1,KND,
2213,17,f+3,(Special),,18~19 4~,,,,
2214,17,LFS 3+4,(RFS),,18~19 4~,,,,
2215,17,LFS 1,h(LFF),7,13,5,7,7,
2216,17,LFS 2,m(RFF),15,16,-2,9,9,
2217,17,LFS 3,m(LFF),10,14,-13,-7,-2,
2218,17,"LFS 3, 3","m, m(LFF)","12,15",14,-14,KND,KND,
2219,17,"LFS 3, F","m, (LFS)",12,14,2,8,13,
2220,17,"LFS 3, 4","m, h, (RFS)","12,15",14,+8~+12,+19~+23g,+19~+23g,
2221,17,"LFS 3, d/f or f+4","m, h(LFF)","12,23",14,-4~+2y,KND,KND,
2222,17,LFS 4,"h (TJ), (RFS)",24,14~16 js8~,+2~+4,KND,KND,
2223,17,LFS 1+4,! (TJ)(LFF),80,66~69 js54~,KND,KND,KND,
2224,17,"LFS 1+4 , b, b (Cancel)",(LFF),,66~69 54~,,,,
2225,17,LFS f+3,"m, (LFS)",23,19~20,+3~+4,KND,CS (20~21),
2226,17,LFS f+4,m(RFF),17,16~18,-7~-5,+1~+3,+4~+6,
2227,17,"LFS f+4, 3","m, h (TJ)(RFF)","17,26",js17~,+3~+5,KND,KND,
2228,17,LFS d/f+3,m(LFF),17,22~23,-12~-11,+1~+2,CS,
2229,17,"LFS d/f+3, 4","m, m(LFF)","17,23",22~23,-14~-13,KND,KND,
2230,17,"LFS d/f+3, f (Cancel)",(LFS),,22~23,,,,
2231,17,LFS d+3,l(LFF),7,16,-17,-6,-6,
2232,17,"LFS d+3, 4","l, h, (RFS)","7,10",16,+8~+12g,+14~+18g,+19~+23,
2233,17,LFS d or d/f+4,l (TC)(LFF),12,28~30s cs4~,-23,KND,KND,
2234,17,LFS d/b+4,l(RFF),17,20~21,-12~-11,+4~+5,KND,
2235,17,LFS b+1,m,18,15,-13,0,CS (0),
2236,17,LFS b+3,m (TJ)(RFF),23,20~22 pc8~19 js15~,-12~-10,+14~+16kg,+14~+16gk,"Homing, Tail spin, Power crush"
2237,17,LFS b+4,m(RFF),28,16~17,-8~-7,+7~+8,CS,
2238,17,LFS u/f+3,m (TJ)(LFF),13,28~29 js9~,-6~-5,KND,KND,
2239,17,"LFS u/f+3, 4","m (TJ), m(LFF)","13,12",js1~,-8~-7,Launch (JG?),Launch (JG?),
2240,17,"LFS u/f+3, 4, 3","m (TJ), m, h(LFF)","13,12,24",1~,,KND,,
2241,17,LFS u/f+4,m (TJ)(LFF),20,19 js6~18,-14~-13,JG,JG,
2242,17,LFS u/f+3+4,mh (TJ)(LFF),"10,8","14,25 js9~",-10,1,1,
2243,17,"LFS u/f+3+4, 4","mh (TJ), m (TJ)(LFF)","10,8,13",js1~,-13~-12,+1~+2,+1~+2,
2244,17,LFS f or b or u or d,(Special),,1~,,,,
2245,17,"f, n+4",(Special),,1~,,,,
2246,17,RFS 3+4,(LFS),,1~,,,,
2247,17,RFS 1,m(LFF),15,16,-2,9,9,
2248,17,RFS 2,h(RFF),7,13,5,7,7,
2249,17,RFS 3,"h (TJ), (LFS)",24,14~16 js8~,+2~-4,KND,KND,
2250,17,RFS 4,m(RFF),20,14,-14,KND,KND,
2251,17,RFS f+3,m(LFF),17,16~18,-7~-5,+1~+3,+4~+6,
2252,17,"RFS f+3, 4","m, h (TJ)(LFF)","17,26",js17~,+3~+5,KND,KND,
2253,17,RFS f+4,"hh, (RFS)","8,10","8,18",1,3,7,
2254,17,"RFS f+4, 4","hh, h(RFF)","8,10,12","8,18",-6,Launch (JG?),Launch (JG?),
2255,17,RFS d/f+4,m(LFF),17,17~19,+1~+3,+8s~+10s,KND,
2256,17,RFS d/b or d or d/f+3,l (TC)(LFF),12,28~30s cs4~,-23,KND,KND,
2257,17,RFS d+4,l(LFF),11,20~21,-31,-1~0 (KND),-1~0 (KND),
2258,17,"RFS d+4, 3","l, m(LFF)","11,25",20~21,-14,KND,KND,
2259,17,RFS b+3,m(LFF),21,16~17,-10~-9,JG,JG,
2260,17,RFS b+4,m (TJ)(LFF),23,20~22 pc8~19 js15~,-12~-10,+14kg,+14kg,"Homing, Tail spin, Power crush"
2261,17,RFS f or b or u or d,(Special),,20~22 8~19 15~,,,,
2262,18,in rage b+1+2,m,55,20 pc8~17,-32,KND,KND,Rage art
2263,18,"in rage b, d/b, d, d/f+1, 2","l (TC), m","20,35",20 8~17,-9(wl~3),KND,KND,Rage drive
2264,18,1,h,11,13,-2,6,9,
2265,18,"1, 1","h, m","14,25",13,-14~-13s,KND,KND,
2266,18,"1, 2","h, h","14,24",13,-2,KND,KND,Tail spin
2267,18,2,h,10,11,1,9,9,
2268,18,"2, 1","h, m","10,12",11,-2,3,3,
2269,18,"2, 1, 2","h, m, m","10,12,20",11s,-12~-11,Launch (JG?),Launch (JG?),
2270,18,3,h,30,18,-13,KND,KND,
2271,18,4,h,20,16,-4,7,Launch (JG?),
2272,18,f+4,h,23,17,-4,7,Launch (JG?),
2273,18,1+2,mh,"15,27","15~16, 45~46",-9~-8,KND,KND,
2274,18,3+4 or floor brake 3+4,! (TJ),40,94~100 js38~,KND,KND,KND,
2275,18,"3+4, 3+4",! (TJ),40,124~130 js1~,KND,KND,KND,
2276,18,"3+4, 3+4, 3+4",! (TJ),60,154~160 js1~,KND,KND,KND,
2277,18,"3+4, 3+4, 3+4, 3+4",! (TJ),80,184~190 js1~,KND,KND,KND,
2278,18,"3+4, 3+4, 3+4, 3+4 , 3+4",! (TJ),100,214~220 js1~,KND,KND,KND,
2279,18,f+1,m,13,14~15,-6~-5,+5~+6,+5~+6,
2280,18,"f+1, 2","m, h","13,13",14~15,-6~-5,+5~+6,+5~+6,
2281,18,"f+1, 2, 2","m, h, m","13,13,20",14~15,+6~+7,KND,KND,
2282,18,"f+1, 2, 2*","m, h, m","13,13,50",14~15,-11,KND,KND,
2283,18,f+2,h,17,10,-12,5,KND,
2284,18,f+3,m,17,20~21,-7~-6,+7~+8,+7~+8,
2285,18,"f+3, 1+2","m, m","17,22",20~21,-9~-8s,KND,JG,
2286,18,f+4~1,h!,80,65(66~),CS,CS,CS,
2287,18,"f+4~1, 2",m,30,15~16 (66~),+8~+9,KND,KND,
2288,18,f+1+2,m,22,15~16,-19~-18,KND,KND,
2289,18,f+3+4 or FC+d/f+3+4,m (TC),28,21~26 cs6or1~,-12~-7,KND,KND,
2290,18,d/f+1,m,12,14~15,-4~-3,+3~+4,+5~+6,
2291,18,"d/f+1, 1","m, m","12,20",14~15,-10~-9,+9~+10kg,+9~+10kg,Tail spin
2292,18,"d/f+1, 2","m, h","12,10",14~15,-12,-1a,-1a,
2293,18,"d/f+1, 2, 1","m, h, h","12,10,3",14~15,-10,-2(KND),-2,
2294,18,"d/f+1, 2, 1, 2","m, h, h, hh","12,10,3,3,20",14~15,-18~-17,KND,KND,
2295,18,d/f+2,m,13,15~16,-14~-13,Launch (JG?),Launch (JG?),
2296,18,"d/f+2, 1","m, m","13,15",15~16s,-6~-5,+5~+6,+5~+6,
2297,18,"d/f+2, 1, 2","m, m, m","13,15,12",15~16s,-8~-7,+3~+4,+3~+4,
2298,18,"d/f+2, 1, 2, 1","m, m, m, h","13,15,12,23",15~16,-4~-3,KND,KND,Tail spin
2299,18,"d/f+2, 1, 2, d/f+1","m, m, m, m","13,15,12,15",15~16s,-2~-1,+9~+10,+9~+10,
2300,18,"d/f+2, 1, 2, d+1","m, m, m, l (TC)","13,15,12,8",s cs10~,-11~-9,0~+2,0~+2,
2301,18,d/f+3,m,16,16,-9,2,2,
2302,18,"d/f+3, 2","m, h","16,20",16,-7~-6,KND,KND,Tail spin
2303,18,d/f+4,m,15,12,-4,7,7,
2304,18,d/f+1+2,ll,"8,21","18,30",-70,KND,KND,
2305,18,d/f+1+2 (First hit only),l,8,18,-82,-63,-63,
2306,18,d/f+3+4,m,28,13,-23,KND,KND,
2307,18,d/f+1+3 (Throw),h(Throw),25,23 js15~,Throw,Throw,Throw,
2308,18,d/f+1+3,Sm,20,30~49d js15~,-18~+1s,KND,KND,
2309,18,d+1+2,m (TC),"28(,5)",30~31 cs6~29,-18~-17,Launch,Launch,
2310,18,d/b+1,l,13,12s,-12,2,2,
2311,18,"d/b+1, 1","l, l","13,5",12s,-12,-1,-1,
2312,18,"d/b+1, 1, 1","l, l, l","13,5,5",12s,-12,-1,-1,
2313,18,"d/b+1, 1, 1, 2","l, l, l, m","13,5,5,21",12s,-11,KND,KND,
2314,18,d/b+2,l (TC),24,22 cs6~,-18,+3s,KND,
2315,18,d/b+2*,l (TC),30,36~37 cs6~,-29~-28,KND,KND,
2316,18,d/b+3,l(CSK),15,21,-20,-9,-9,
2317,18,"d/b+3, 4","l, l(CSK)","15,12",21,-16,-5,-5,
2318,18,"d/b+3, 4, 3","l, l, l(CSK)","15,12,12",21,-19,-8,-8,
2319,18,"d/b+3, 4, 3, 4","l, l, l, l(CSK)","15,12,12,12",21,-16,-5,-5,
2320,18,"d/b+3, 4, 3, 4, 3","l, l, l, l, l(CSK)","15,12,12,12,12",21,-19,-8,-8,
2321,18,"d/b+3, 4, 3, 4, 3, 4","l, l, l, l, l, l(CSK)","15,12,12,12,12,12",21,-16,-5,-5,
2322,18,CSK 1+2,h,21,34~35,+14~+15g,KND,KND,
2323,18,CSK d+1+2,l(Throw),45,34~35,,Throw(KND),,
2324,18,d/b+4,l (TC),14,16s cs6~,-13,-2,-2,
2325,18,d/b+1+2,hhhhh,"5,3,3,3,20","20~23, 31~37, 40~43, 50~56, 61~62",-4~-3,CS,CS,
2326,18,b+1,m,17,20~21,-8~-7,+5~+6,KND,
2327,18,b+2,m,27,19,5,KND,KND,
2328,18,b+2*,m,55,35,-7,KND,KND,
2329,18,b+3,m,14,16~17,-9~-8,+2~+3,+2~+3,
2330,18,"b+3, 2","m, h","14,13",16~17,-4,1,1,
2331,18,"b+3, 2, 2","m, h, h","14,13,20",16~17,-9,KND,KND,
2332,18,"b+3, 2, 2*","m, h, m","14,13,50",16~17,-8~-7,KND,KND,
2333,18,b+4,m,12,16,-15,-4,-4,
2334,18,"b+4, 4","m, m","12,21",16,-8~-6s,KND,KND,
2335,18,u/b+1+2,h,25,20~22 pc8~19,-9~-7,KND,KND,"Homing, Power crush, Tail spin"
2336,18,u+1+2,h,20,19~21a,-15~-13,Launch(JG?),Launch(JG?),
2337,18,u/f+1,( (Sky))!,20,17,KND,KND,KND,
2338,18,u/f+1*,( (Sky))!,55,32~34,KND,KND,KND,
2339,18,u/b or u or u/f+2,m (TJ),25,24~26 js9~,+4~+6s,+7~+9s,KND,
2340,18,"u/b or u or u/f, n+2",m (TJ),28,22~24a (32~) js9~,-1~+1s,+10~+12s,+10~+12s,
2341,18,"f, F+1",m,25,15~16 (16~),-6~-5,KND,KND,
2342,18,"f, F+2",m,21,18~19 (19~),-16~-15,Launch(JG?),Launch(JG?),
2343,18,"f, F+2*",m,"35(,5)",34(35~),-15,Launch,Launch,
2344,18,"f, F+3",m,20,26~27 (27~),+4~+5,KND,KND,
2345,18,"f, F+4",m,35,16~20 (17~),-14~-10,KND,KND,Power crush
2346,18,"f, F+1+2",m,20,15~16 (16~),-15~-14,CS,CS,
2347,18,"f, F+1+2, 2","m, m","20,24",15~16 (16~)s,-11,KND,KND,
2348,18,"f, F+1+2, 1+2","m, l (TC)","20,21",s cs10~,-19~-18,KND,KND,
2349,18,"f, F+3+4",m,25,21~30 (22~) js20~,-82~-73,KND,KND,
2350,18,"f, F+3+4 (Second part)",l (TC),25,31~40 (32~) js1~,-110~-101,KND,KND,
2351,18,"b, d/b, d, d/f+1",l (TC),30,24~25s (25?~) cs6~,-37~-36,KND,KND,Homing
2352,18,"b, d/b, d, d/f+2",m,32,22s(23?~),-11,KND,KND,Wall bounce
2353,18,HCF,(Special),,22(23?~),,,,
2354,18,"HCF, 1 (one spin)",m,30,17(43~),+21g,KND,KND,
2355,18,hcf+1 (two spins),!,35,17(68~),KND,KND,KND,
2356,18,hcf+1 (three spins),!,45,17(93~),KND,KND,KND,
2357,18,hcf+1 (four spins),!,55,17(118~),KND,KND,KND,
2358,18,hcf+1(At least five spins),!,199,17(143~),KND,KND,KND,
2359,18,hcf(Full rotation),!,1,2~23,Launch(JG?),Launch(JG?),Launch(JG?),
2360,18,"HCF, d/f+1",m,22,30~33 (41~),-17~-14,Launch(JG?),Launch(JG?),
2361,18,"hcf, d/f+1 (d/b, d/f, f, d/f+1)",m,25,20~23 (21?~),-17~-14,Launch(JG?),Launch(JG?),
2362,18,"f, f, f+2 or WR+2",m,25,25(28~),7,12,12,
2363,18,WS+1,m,14,15~17,-13~-11,Launch (JG?),Launch (JG?),
2364,18,WS+2,m,10,14~15,-7~-6,+4~+5,+4~+5,
2365,18,"WS+2, 1","m, m","10,17",14~15,-14s,KND,KND,
2366,18,WS+3,m,16,16,-9,2,2,
2367,18,"WS+3, 2","m, h","16,20",16,-7~-6,KND,KND,Tail spin
2368,18,WS+4,m,20,11~12,-6~-5,+5~+6,+5~+6,
2369,18,WS+1+2,m,14,20~21,-15~-14,Launch (JG?),Launch (JG?),
2370,18,"WS+1+2, 1+2","m, m","14,15",20~21,-16~-15,KND,KND,
2371,18,"WS+1+2, 1+2, 1+2","m, m, l?","14,15,20",20~21,-23~-22,KND,KND,
2372,18,WS+f+1,m,15,17~18s,-6~-5,+5~+6,+5~+6,
2373,18,"WS+f+1, 2","m, m","15,12",17~18s,-8~-7,+3~+4,+3~+4,
2374,18,"WS+f+1, 2, 1","m, m, h","15,12,23",17~18,-4~-3,KND,KND,Tail spin
2375,18,"WS+f+1, 2, d/f+1","m, m, m","15,12,12",17~18s,-2~-1,+9~+10 (Launch (JG?)),+9~+10,
2376,18,"WS+f+1, 2, d+1","m, m, l (TC)","15,12,8",s cs10~,-11~-9,0~+2,0~+2,
2377,18,FC+d+1,l (TC),10,19~21s cs1~,-8~-6,+3~+5,+3~+5,
2378,18,"FC+d+1, 1","l (TC), l (TC)","10,8",s cs1~,-2~0,+7~+9,+9~+11,
2379,18,"FC+d+1, 1, 1","l (TC), l (TC), m","10,8,12",1~s,-12~-11,-1~0,-1~0,
2380,18,"FC+d+1, 1, 1, 2","l (TC), l (TC), m, m","10,8,12,12",1~s,-8~-7,+3~+4,+3~+4,
2381,18,"FC+d+1, 1, 1, 2, 1","l (TC), l (TC), m, m, h","10,8,12,12,23",1~,-4~-3,KND,KND,Tail spin
2382,18,"FC+d+1, 1, 1, 2, d/f+1","l (TC), l (TC), m, m, m","10,8,12,12,15",1~s,-2~-1,+9~+10,+9~+10,
2383,18,"FC+d+1, 1, 1, 2, d+1","l (TC), l (TC), m, m, l (TC)","10,8,12,12,8",s cs10~,-11~-9,0~+2,0~+2,
2384,18,"FC+d+1, 2","l (TC), m","10,24",10~s,-11,KND,KND,
2385,18,FC+d/f+1,m,5,25,-21,-11s,-11s,
2386,18,"FC+d/f+1, 2","m, m","5,8",25,-21,-11s,-11s,
2387,18,"FC+d/f+1, 2, 1","m, m, m","5,8,11",25,-11,CS,CS,
2388,18,"FC+d/f+1, 2, 1, 1","m, m, m, h","5,8,11,30",25,+21~+22,+13~+14b,+13~+14b,
2389,18,FC+d/f+2,m,12,18~19s,-13~-12,-2~-1,-2~-1,
2390,18,"FC+d/f+2, D/F+1","m, m","12,10",18~19s,-4~-3,+7~+8,+7~+8,
2391,18,"FC+d/f+2, D/F+1, 2","m, m, m","12,10,10",18~19s,-8~-7,+3~+4 (Launch (JG?)),+3~+4,
2392,18,"FC+d/f+2, 1","m, h","12,23",18~19,-4~-3,KND,KND,Tail spin
2393,18,"FC+d/f+2, d+1","m, l (TC)","12,8",s cs10~,-11~-9,0~+2,0~+2,
2394,18,FC+d/f+1+2,l (TC),21,24~25s cs1~,-18~-17,KND,KND,
2395,18,"FC+d/f+1+2, 1+2","l (TC), m","21,23(,5)",24~25 1~,-18~-16,Launch,Launch,
2396,18,FC+d/b+1,l,15,12s cs1~,-8,6,6,
2397,18,"FC+d/b+1, 1","l, l","15,10",12 1~s,-2,9,9,
2398,18,"FC+d/b+1, 1, 1","l, l, l","15,10,10",12 1~s,-5~-4,+9~+10,+9~+10,
2399,18,"FC+d/b+1, 1, 1, 2","l, l, l, m","15,10,10,30",12 1~s,-11,KND,KND,
2400,18,SS+1,m,23,32~34 (41~),+5~+7s,KND,KND,
2401,18,SS+2,h,25,17~19 (26~),+9~+11,KND,KND,
2402,18,d/b or d+3+4 (to SIT),(SIT),,a,,,,
2403,18,SIT f or b,(Special),,a,,,,
2404,18,u/f+3+4,"m (TJ), (SIT)",23,34~39 js8~,+13~+18s,KND,KND,
2405,18,"d+3+4, 3+4","(Special), m, (SIT)",35,54~59 (70~) js1~,+13~+18s,KND,KND,
2406,18,"u/f+3+4, 3+4","m, m, (SIT)","23,35",54~59,+13~+18s,KND,KND,
2407,18,Grounded face up d+1+2,"m, (SIT)",18,28~31 ar1~,+14~+17,KND,KND,
2408,18,SIT 1+2,m,21,24~25s cs1~ar1~,-44~-43,CS,CS,
2409,18,SIT 1,l (TC),10,19~21 cs1~ar1~,-48~46,-37~-35,-37~-35,
2410,18,"SIT 1, 2","l (TC), l (TC)","10,10",cs1~ar1~,-47~-45,-36~-34,-36~-34,
2411,18,"SIT 1, 2, 1","l (TC), l (TC), l (TC)","10,10,10",cs1~ar1~,-43~-41,-32~-30,-32~-30,
2412,18,"SIT 1, 2, 1, 2","l (TC), l (TC), l (TC), l (TC)","10,10,10,10",cs1~ar1~,-47~-45,-36~-34,-36~-34,
2413,18,SIT 2,l (TC),10,19 cs1~ar1~,-45~-43,-34~-32,-34~-32,
2414,18,"SIT 2, 1","l (TC), l (TC)","10,10",cs1~ar1~,-43~-41,-32~-30,-32~-30,
2415,18,"SIT 2, 1, 2","l (TC), l (TC), l (TC)","10,10,10",cs1~ar1~,-47~-45,-36~-34,-36~-34,
2416,18,"SIT 2, 1, 2, 1","l (TC), l (TC), l (TC), l (TC)","10,10,10,10",cs1~ar1~,-43~-41,-32~-30,-32~-30,
2417,19,in rage b+1+2,h,55,13 pc8~,-9,KND,KND,Rage art
2418,19,"in rage f, n, d, d/f+1+2",hm,"25,35","11~12 ,41~42 (14~)",-7~-6,Launch(Launch (JG?)),Launch(Launch (JG?)),Rage art
2419,19,"in rage f, n, d, d/f+1+2, D/F","hm, (Crouch dash)","25,35","11~12 ,41~42 (14~)",+14~+15g,Launch(Launch (JG?)),Launch(Launch (JG?)),Rage art
2420,19,"in rage f, n, d, d/f+1+2, 3","hm, h (TJ)","25,35,25",js10~,+8~+13g,KND,KND,Rage art
2421,19,"in rage f, n, d, d/f+1+2, 3, 1","hm, h (TJ), m (TC)","25,35,25,24",cs15~21,+9(wl+15g),KND,KND,Rage art
2422,19,1,h,7,10,1,8,8,
2423,19,"1, 2","h, h","7,12",10,-2,3,7,
2424,19,"1, 2, 3","h, h, m","7,12,20",10,0~+2,KND,KND,
2425,19,"1, 2, 4","h, h, h","7,12,30",10,-4~-2,KND,KND,Tail spin
2426,19,"1, 3","h, h","7,10",10,-6,4,4,
2427,19,"1, 3, F","h, h, (CDS)","7,10",10,-7,3,3,
2428,19,"1, 3, B","h, h, (Special)","7,10",10,-6,4,4,
2429,19,"1, 3, 2","h, h, m","7,10,10",10,-1,4,4,
2430,19,"1, 3, 2, 1","h, h, m, m","7,10,10,10",10,-7,7,7,
2431,19,"1, 3, 2, 1, 4","h, h, m, m, l","7,10,10,10,10",10,-13~-12,+3~+4,+3~+4,
2432,19,"1, 3~3","h, m","7,20",10,+6~+8,KND,KND,
2433,19,"1, 3~3d/f+3","h, m, m","7,20,20",10,-14,KND,KND,
2434,19,"1, d+3","h, l","7,7",10,-12~-11,-1~0,-1~0,
2435,19,"1, d+3, 4","h, l, l","7,7,17",10,-13,3,KND,
2436,19,2,h,9,10,0,9,9,
2437,19,"2, 1","h, m","9,9",10,-3~-2,+6~+7,+6~+7,
2438,19,"2, 1, 4","h, m, m","9,9,18",10,-9~-7,+2~+4,+2~+4,
2439,19,"2, 1, 4~4","h, m, l","9,9,20",10,-31,KND,KND,
2440,19,"2, 4","h, h","9,20",10,-9~-6,KND,KND,Tail spin
2441,19,3,h,19,14,-7,4,4,
2442,19,"3, 1","h, h","19,7",14,-1,7,7,
2443,19,"3, 1, F (to ZEN)","h, h (ZEN)","19,7",14,4,12,12,
2444,19,"3, 1, 4","h, h, l","19,7,18",14,-13,3,KND,
2445,19,4,h,18,13~14,-9~-8,+16~+17kg,KND,"Homing, Tail spin"
2446,19,4~3 or WS+4~3,m (TJ),27,24~34d (25~) js12~,-14~-4,KND,KND,
2447,19,1+2,mmh,"5,5,20","12,20,32",-14,KND,KND,
2448,19,3+4,h (throw),"10(,24)",20 pc8~19,-9,Throw(KND),Throw(KND),Power crush
2449,19,f+2,h,12,16~17,-5~-4,+4~+5,+4~+5,
2450,19,f+3,m,16,12,-8,3,3,
2451,19,f+3~3,m,20,23~26,+6~+9,KND,KND,
2452,19,"f+3~3, d/f+3","m, m","20,20",23~26,-14,KND,KND,
2453,19,f+4,m,21,16~17,-8~-7,+4~+5,KND,
2454,19,"f+4, F","m, (CDS)",21,16~17,-1~0,+11~+12,KND,
2455,19,f+1+2,hh,"14,24","14,23~24",-9~-8,KND,KND,
2456,19,f+1+2 (Second hit whiff),h,14,14,-27,-16,-16,
2457,19,d/f+1,m,10,13~14,-3~-2,+4~+5,+6~+7,
2458,19,"d/f+1, 4","m, h","10,18",13~14,-9~-6,+10~+13kg,KND,Tail spin
2459,19,"d/f+1, 4~4","m, m","10,24",13~14,-12,CS,CS,
2460,19,d/f+2,m,15,15~16,-7~-6,+4~+5a,Launch (JG?),
2461,19,d/f+3,m,12,14,-16,-5,-5,
2462,19,"d/f+3, 3","m, h","12,14",14,-8,8,8,
2463,19,"d/f+3, 3, f","m, h, (CDS)","12,14",14,-7,9,9,
2464,19,"d/f+3, 3, b","m, h, (Special)","12,14",14,-8,8,8,
2465,19,d/f+4,m,22,20~21,-3~-2,+8~+9s,KND,
2466,19,d/f+1+2,m(Absorbs 1 h/m hit),20,23~24 (3~10),-12~-11,+6~+7 (KND),+6~+7 (KND),
2467,19,d+1,m,24,21,-7,KND,KND,Wall bounce
2468,19,d+3,l,7,15~16,-13~-12,-2~-1,-2~-1,
2469,19,"d+3, 3","l, m","7,10",15~16,-16,-1,-1,
2470,19,d+4,l (TC),13,16~17 cs6~,-12~-11,-1~0,-1~0,
2471,19,d+3+4,mm,"5,20","15,25~27 js16~",-19~-17,Launch (JG?),Launch (JG?),
2472,19,d+3+4 (Second hit miss),m,5,15 js16~,-30,-19,-19,
2473,19,d/b+2,m,12,16,-10,-4,FS(+3) 16,
2474,19,"d/b+2, 2","m, h","12,11",16,-12,-7 (CS),-7,
2475,19,"d/b+2, 2, 3","m, h, m","12,11,21",16,-9~-8,CS,CS,
2476,19,"d/b+2, 3","m, m","12,23",16,-8~-6,KND,KND,
2477,19,d/b+3,h (TC),28,19~21 cs4~,-13~-11,KND,KND,Tail spin
2478,19,d/b+4,l,18,20~21,-13~-12,+3~+4,KND,
2479,19,d/b+1+2,m((Special)),0,25~55,-25~+5,-10~+30,-10~+30,
2480,19,b+2,m,12,15~16,-11~-10,0~+1,0~+1,
2481,19,"b+2, 1","m, m","12,10",15~16,-9~-8,+2~+3,+2~+3,
2482,19,b+3,m,17,16,-6,5,CS,
